title,article,alinea,revisto,validado,law_description,topico,referencia,referencia_incm
 REGIME DA APOSENTAÇÃO, 43,4, , Andreia Chrystêllo,4. É irrelevante qualquer alteração de remunerações ocorrida posteriormente à data a que se refere o n.º 2 do artigo 33.º,"['Regime', ' Remuneração', ' Relevância']",['33.2(from)'],
 CARGO PELO QUAL SE VERIFICA A APOSENTAÇÃO, 44,1, , Andreia Chrystêllo,1. O subscritor é aposentado pelo último cargo em que esteja inscrito na Caixa.,['Direito de Aposentação'],[' '],
 CARGO PELO QUAL SE VERIFICA A APOSENTAÇÃO, 44,2, , Andreia Chrystêllo,"2. Se à função exercida pelo subscritor, fora do quadro ou da categoria a que pertença, não corresponder direito de aposentação,
esta efetivar-se-á pelo cargo de origem.",['Direito de Aposentação'],[' '],
 CONCORRÊNCIA DE CARGOS, 45,1, , Andreia Chrystêllo,"1. O subscritor com direito de aposentação por mais de um cargo deverá escolher aquele por que pretende ser aposentado, salvo
nos casos em que lei especial faculte a aposentação cumulativa pelos cargos simultaneamente exercidos.","['Direito de Aposentação, Acumulação de Cargos']",[' '],
 CONCORRÊNCIA DE CARGOS, 45,2, , Andreia Chrystêllo,"2. O subscritor que tenha também direito de aposentação por cargo que exerça em regime de comissão ou requisição poderá optar
pela aposentação correspondente ao seu cargo de origem.","['Direito de Aposentação', ' Regime']",[''],
 DIREITO À PENSÃO, 46,1, , Andreia Chrystêllo,"Pela aposentação o interessado adquire o direito a uma pensão mensal vitalícia, fixada pela Caixa, nos termos dos artigos seguintes, 
em função da remuneração mensal e do número de anos e meses de serviço de subscritor, bem como, se for caso disso, do seu 
grau de incapacidade.",['Direito à Pensão'],[' ']," DECRETO-LEI N.º 361/98, DE 18 DE NOVEMBRO"
 REMUNERAÇÃO MENSAL, 47,1, , Andreia Chrystêllo,"1. Para determinar a remuneração mensal atende-se às seguintes parcelas, que respeitem ao cargo pelo qual o subscritor é 
aposentado: a) O ordenado ou outra retribuição base de carácter mensal, ou a duodécima parte da que for estabelecida por ano ou 
corresponder ao número de dias de serviço anual, quando fixada por dia ou por hora; b) A média mensal das demais remunerações
percebidas pelo subscritor nos dois últimos anos e que devam ser consideradas nos termos do artigo seguinte.","['Cálculo de Pensão, Remuneração']",[' 48'],
 REMUNERAÇÃO MENSAL, 47,2, , Andreia Chrystêllo,"2. Quando o período de serviço legalmente estabelecido seja inferior ao ano, o montante global das respetivas remunerações, que 
hajam de converter-se em mensais para os efeitos do presente artigo, será dividido pelo número de meses que naquele período se 
comporte.",['Remuneração'],[' '],
 REMUNERAÇÃO MENSAL, 47,3, , Andreia Chrystêllo,"3. Será havida como enumeração dos cargos exercidos em regime de tempo parcial, depois de efetuada a conversão prevista no n.º 
2 do artigo 26.º, a que corresponder ao serviço em regime de tempo completo.","['Remuneração, Tempo Parcial']",['26.2 (from)'],
 REMUNERAÇÃO MENSAL, 47,4, , Andreia Chrystêllo,"4. As remunerações percebidas a título de participações emolumentares, qualquer que seja a sua natureza, são em todos os casos 
consideradas para a aposentação, nos termos do disposto da alínea b) do n.º 1.","['Remuneração, Emolumentos.']","[' 6.1', ' 47.1 (from); Parecer do Conselho Consultivo da Procuradoria-Geral da República n.º 28/2017', ' publicado no Diário da República', ' 2.ª série', ' \nde 1 de outubro de 2019 (natureza jurídica da participação emolumentar atribuída aos oficiais dos registos e do notariado).']"," PARECER DO CONSELHO CONSULTIVO DA PROCURADORIA-GERAL DA REPÚBLICA N.º 28/2017, PUBLICADO 
NO DIÁRIO DA REPÚBLICA, 2.ª SÉRIE, DE 1 DE OUTUBRO DE 2019"
 REMUNERAÇÃO MENSAL, 47,5, , Andreia Chrystêllo,"5. Nos casos em que a média das remunerações previstas na alínea b) do n.º 1, adicionada da remuneração estabelecida na alínea 
a) do mesmo número, exceda a remuneração base legalmente fixada para o cargo de Primeiro-Ministro, será a remuneração 
mensal relevante reduzida até ao limite daquela.",['Remuneração'],['47.1 (from)'],
 REMUNERAÇÕES A CONSIDERAR, 48,1, , Andreia Chrystêllo,"As remunerações a considerar para os efeitos do artigo anterior serão as abrangidas pelo n.º 1 do artigo 6.º, com exceção das que 
não tiverem carácter permanente, das gratificações que não forem de atribuição obrigatória, das remunerações complementares 
por serviço prestado no ultramar e das resultantes da acumulação de outros cargos.","['Remuneração, Ultramarina, Acumulação de Cargos']","[' 6.1 (from)', ' 47']",
 SUBSCRITORES EM SERVIÇO MILITAR, 49,1, , Andreia Chrystêllo,"No caso de aposentação por incapacidade motivada pela prestação de serviço militar, a pensão, observado o disposto nos artigos 
anteriores, tem por base as remunerações correspondentes a esse serviço, se forem superiores às do cargo pelo qual o subscritor é 
aposentado.","['Serviço Militar, Remuneração']","[' 46', ' 47', ' 48']",
 SUCESSÃO DE CARGOS, 50,1, , Andreia Chrystêllo,"1. Se durante os dois últimos anos o subscritor houver exercido sucessivamente dois ou mais cargos a que a lei em vigor à data dos 
factos previstos no n.º 2 do artigo 33.º atribua remunerações diferentes, atender-se-á à média destas, na proporção do tempo de 
serviço em cada cargo.","['Acumulação de Cargos, Tempo de Serviço']",[' 33.2 (from)'],
 SUCESSÃO DE CARGOS, 50,2, , Andreia Chrystêllo,"2. Quando, porém, a sucessão de cargos corresponda a acesso, previsto na lei, a lugar superior da mesma hierarquia ou do mesmo 
serviço, atender-se-á somente à remuneração relativa ao último desses cargos, qualquer que seja o tempo de permanência nele.",['Sucessão de Cargos'],['50.1'],
 REGIMES ESPECIAIS, 51,1, , Andreia Chrystêllo,"1. A remuneração mensal relevante para o cálculo da pensão do subscritor que nos últimos três anos tenha exercido cargos 
dirigentes em regime de comissão de serviço determina-se pela média das remunerações correspondentes a cada um dos cargos 
exercidos e na proporção do tempo de serviço neles prestado.","['Remuneração, Cálculo de Pensão, Tempo de Serviço']","['Acórdão do Tribunal Constitucional n.º 360/2003', ' publicado no Diário daRepública', ' 1.ª série', ' de 7 de outubro de 2003 (declara a \ninconstitucionalidade', ' com força obrigatória geral', ' das normas constantes dos n.os 1 a 8 do artigo 9.º da Lei n.º 32-B/2002', ' de 30 de dezembro', ' por \nviolação do direito das associaçõessindicais à participação na elaboração da legislação do trabalho', ' previsto na alínea a) do n.º 2 do artigo \n56.º da Constituição).']"," ACÓRDÃO DO TRIBUNAL CONSTITUCIONAL N.º 360/2003, PUBLICADO NO DIÁRIO DA REPÚBLICA, 1.ª SÉRIE, 
DE 7 DE OUTUBRO DE 2003"
 REGIMES ESPECIAIS, 51,2, , Andreia Chrystêllo,"2. As remunerações percebidas nos últimos três anos de atividade pela prestação de serviço em diferentes regimes de trabalho, 
que correspondam a aumento sobre a remuneração devida em regime de tempo completo ou integral, relevam para o cálculo da 
pensão na proporção do tempo de serviço prestado em cada regime, durante o referido período.","[' Remuneração, Cálculo de Pensão']",[' '],
 REGIMES ESPECIAIS, 51,3, , Andreia Chrystêllo,"3. Sem prejuízo de outros limites aplicáveis, a pensão de aposentação do subscritor sujeito ao regime do contrato individual de 
trabalho determina-se pela média mensal das remunerações sujeitas a desconto auferidas nos últimos três anos, com exclusão dos 
subsídios de férias e de Natal ou prestações equivalentes.","['Remuneração, Cálculo de Pensão']","['Acórdão do Tribunal Constitucional n.º 302/2006', ' publicado no Diário da República', ' 2.ª série', ' de 12 de junho de 2006 (decide não declarar a \ninconstitucionalidade da norma do n.º 3 do artigo 51.º do Estatuto da Aposentação', ' na redação emergente da Lei n.º 1/2004', ' de 15 de janeiro).']"," ACÓRDÃO DO TRIBUNAL CONSTITUCIONAL N.º 302/2006, PUBLICADO NO DIÁRIO DA REPÚBLICA, 2.ª SÉRIE, DE 
12 DE JUNHO DE 2006"
 REGIMES ESPECIAIS, 51,4, , Andreia Chrystêllo,"4. A remuneração relevante para o cálculo da pensão do pessoal dos gabinetes dos órgãos de soberania, livremente nomeados e 
exonerados pelos respectivos titulares, é a que corresponda ao seu lugar de origem.","['Remuneração, Cálculo de Pensão']",[''],
 SUBSCRITORES EM SERVIÇO NOS ORGANISMOS DE , 52,1, , Andreia Chrystêllo,"1. Independentemente do preceituado no artigo anterior, o subscritor que, em regime de comissão ou de requisição, tenha 
prestado continuadamente serviço nos dois últimos anos em organismos de coordenação económica poderá optar, para o cômputo 
da pensão nos termos dos artigos 47.º a 50.º, pelas remunerações auferidas nessas funções.",['Organismos Extintos'],"[' 47', ' 48', ' 49', ' 50']",COORDENAÇÃO ECONÓMICA E NA ADMINISTRAÇÃO ULTRAMARINA
 SUBSCRITORES EM SERVIÇO NOS ORGANISMOS DE , 52,2, , Andreia Chrystêllo,"2. O regime estabelecido no número anterior é igualmente aplicável ao caso previsto no artigo 12.º, sem prejuízo do disposto no 
artigo 48.º quanto às remunerações complementares por serviço prestado no ultramar.",['Ultramarina'],"[' 12 (from)', ' 48', ' 51.1 (from)']",COORDENAÇÃO ECONÓMICA E NA ADMINISTRAÇÃO ULTRAMARINA
 CÁLCULO DA PENSÃO, 53,1, , Andreia Chrystêllo,"1. A pensão de aposentação é igual à 36.ª parte da remuneração mensal relevante, deduzida da percentagem da quota para efeitos 
de aposentação e de pensão de sobrevivência, multiplicada pela expressão em anos do número de meses de serviço contados para 
a aposentação, com o limite máximo de 36 anos.",['Cálculo de Pensão'],"['Acórdão do Tribunal Constitucional n.º 360/2003', ' publicado no Diário da República', ' 1.ª série', ' de 7 de outubro de 2003 (declara a \ninconstitucionalidade', ' com força obrigatória geral', ' das normas constantes dos n.os 1 a 8 do artigo 9.º da Lei n.º 32-B/2002', ' de 30 de dezembro', ' por violação \ndo direito das associações sindicais à participação na elaboração da legislação do trabalho', ' previsto na alínea a) do n.º 2 do artigo 56.ºda Constituição).']"," ACÓRDÃO DO TRIBUNAL CONSTITUCIONAL N.º 360/2003, PUBLICADO NO DIÁRIO DA REPÚBLICA, 1.ª 
SÉRIE, DE 7 DE OUTUBRO DE 2003"
 CÁLCULO DA PENSÃO, 53,2, , Andreia Chrystêllo,"2. A pensão não pode, em caso algum, exceder o montante da remuneração líquida a que se refere o n.º 1.",['Valor máximo da pensão'],[' 53.1(from)'],
 CÁLCULO DA PENSÃO, 53,3, , Andreia Chrystêllo,"3. Concorrendo tempo de serviço nas condições previstas no artigo 15.º, a pensão será a soma das seguintes parcelas, calculadas 
separadamente: a) Uma, pela Caixa Geral de Aposentações, em função do tempo de serviço por ela contado e a que não 
corresponda dispensa de pagamento de quotas; b) Outra, pela respetiva instituição de previdência social, nos termos dos diplomas 
aplicáveis.",['Cálculo de Pensão'],['15 (from)'],
 CÁLCULO DA PENSÃO, 53,4, , Andreia Chrystêllo,4. O tempo a que se refere o n.º 5 do artigo 37.º não influi na pensão a calcular pela Caixa.,['Cálculo de pensão'],['37.5(from)'],
 REDUÇÃO DA PENSÃO, 56,1, , Andreia Chrystêllo,"No caso de aposentação compulsiva, a pensão é calculada nos termos gerais e reduzida em 4,5% do seu valor por cada ano de 
antecipação em relação à idade legalmente exigida para a aposentação, com o limite de 25%.","['Cálculo de Pensão, Aposentação Compulsiva']",['  42'],
 DEDUÇÕES NA PENSÃO, 57,1, , Andreia Chrystêllo,"1. Serão descontadas na pensão as importâncias em dívida referidas no artigo 18.º, bem como as indemnizações que, por motivo 
da elevação geral de vencimentos, a lei estabeleça.","['Cálculo de Pensão, Dívida']",['18 (from)'],
 DEDUÇÕES NA PENSÃO, 57,2, , Andreia Chrystêllo,"2. O quantitativo da pensão e dos descontos de qualquer natureza que nela hajam de fazer-se serão sempre arredondados para o 
número exato de escudos, por defeito, se a fração for inferior a $50, e por excesso, se igual ou superior.",['Cálculo de Pensão'],[' '],
 DEDUÇÕES NA PENSÃO, 57,3, , Andreia Chrystêllo,3. As pensões atribuídas pela Caixa Geral de Aposentações estão isentas de imposto do selo.,['Cálculo de Pensão'],[' '],
 ALTERAÇÃO DA PENSÃO, 58,1, , Ana Aido,"1. A alteração de resoluções definitivas sobre o quantitativo da pensão, nos casos em que a lei a permita, só produzirá efeitos a 
partir do dia 1 do mês imediato àquele em que for deliberada.","['Alteração da Pensão', ' Cálculo de pensão']",[''],
 ALTERAÇÃO DA PENSÃO, 58,2, , Ana Aido,"2. Os efeitos da alteração reportar-se-ão, todavia, à data em que a resolução anterior os produziu, nos casos seguintes: a) Se a
alteração derivar de recursos contencioso ou hierárquico, de retificação da pensão ou de resolução revogatória da Caixa; b) Se, no 
caso de revisão previsto na alínea a) do n.º 1 do artigo 101.º, a nova resolução for proferida oficiosamente no prazo de sessenta 
dias, a contar da data da resolução revista ou tiver sido requerida pelo interessado nos prazos referidos no n.º 2 do mesmo artigo; 
c) Se a alteração resultar de parecer da junta médica de revisão.",[' Alteração da Pensão'],"[' 101.1', ' 101.2']",
 ATUALIZAÇÃO DE PENSÕES, 59,1, , Ana Aido,"A atualização das pensões será efetuada, em consequência da elevação geral dos vencimentos do funcionalismo ou da criação de 
suplemento ou subsídio geral sobre os mesmos, mediante diploma do Conselho de Ministros, sob proposta do Ministro das 
Finanças e do membro do Governo que tiver a seu cargo a função pública.","[' Alteração da Pensão', ' Atualização de Pensão']",['']," PORTARIA N.º 224/73, DE 30 DE MARÇO"
 ATRIBUIÇÃO DOS ENCARGOS DA APOSENTAÇÃO, 63,1, , Ana Aido,"1. As autarquias locais e outras entidades responsáveis pela aposentação do seu pessoal suportarão, nos termos e dentro dos 
limites da legislação respetiva, e proporcionalmente ao tempo em relação ao qual essa responsabilidade exista, os encargos com as 
pensões de aposentação abonadas pela Caixa.","['Encargo da Aposentação', ' Autarquias Locais']",[''], DL 240-B/2004 DL 240-C/2004 DL N.º 240-D/2004
 ATRIBUIÇÃO DOS ENCARGOS DA APOSENTAÇÃO, 63,2, , Ana Aido,"2. Passam a ser inteiramente responsáveis pelos encargos com a aposentação do seu pessoal subscritor da Caixa, em relação a todo
o tempo de serviço que lhes tenha sido prestado, os seguintes serviços e entidades: a) Os que a lei qualifique de empresas públicas; 
b) As províncias ultramarinas; c) As Câmaras Municipais de Lisboa e do Porto e os respetivos Serviços Municipalizados; d) A Santa 
Casa da Misericórdia de Lisboa; e) Os demais serviços ou entidades, dotados de receitas próprias e que reúnam condições para 
suportar o encargo, a indicar em resolução do Conselho de Ministros, sob proposta do Ministro das Finanças.","['Encargo da Aposentação, Ultramarina, Tempo de serviço, Autarquias Locais']",[''], DL 240-B/2004 DL 240-C/2004 DL N.º 240-D/2004
 ATRIBUIÇÃO DOS ENCARGOS DA APOSENTAÇÃO, 63,3, , Ana Aido,"3. A responsabilidade dos serviços e entidades mencionados nos números anteriores compreende o encargo pela aposentação do 
pessoal que neles se encontre em regime previsto nos artigos 11.º, 12.º e 14.º","['Encargo da Aposentação, Ultramarina, Tempo de serviço, Autarquias Locais']","[' 63.1(from)', ' 63.2(from)', ' 11', ' 12', ' 14']", DL 240-B/2004 DL 240-C/2004 DL N.º 240-D/2004
 ATRIBUIÇÃO DOS ENCARGOS DA APOSENTAÇÃO, 63,4, , Ana Aido,"4. O encargo, com a parte da pensão a que se refere a alínea b) do n.º 3 do artigo 53.º, é suportado pela respetiva instituição de 
previdência.",['Encargo da Aposentação'],[' 53.3'], DL 240-B/2004 DL 240-C/2004 DL N.º 240-D/2004
 ATRIBUIÇÃO DOS ENCARGOS DA APOSENTAÇÃO, 63,6, , Ana Aido,"6. A responsabilidade prevista neste artigo não prejudica a obrigação de pagamento pelo subscritor de quotas e indemnizações 
devidas nos termos do presente Estatuto.","['Quota, Indemnizações']",[' 63'], DL 240-B/2004 DL 240-C/2004 DL N.º 240-D/2004
 ATRIBUIÇÃO DOS ENCARGOS DA APOSENTAÇÃO, 63,7, , Ana Aido,"7. Os encargos com as pensões de aposentação pelo ultramar do pessoal que tenha sido subscritor da Caixa são suportados por 
esta e pelos serviços e entidades referidos nos n.os 1, 2 e 4, em função do tempo de serviço respetivo, competindo à Caixa, quando 
tiver arrecadado as quotas correspondentes, a transferência para os serviços ultramarinos das importâncias destinadas a satisfazer 
esses encargos.","['Ultramarina, Encargo da Aposentação, Quotas, Tempo de serviço.']","[' 63.1', ' 63.2', ' 63.4']", DL 240-B/2004 DL 240-C/2004 DL N.º 240-D/2004
" ENCARGOS COM PENSÕES DA CGA, I. P.", 63A,1, , Ana Aido,"Os montantes correspondentes aos encargos com as pensões e demais prestações abonadas pela CGA, I. P., da responsabilidade de
terceiras entidades, incluindo os encargos referidos no número anterior e os encargos do regime de pensão unificada, devem ser-
lhe entregues até ao dia 15 do mês em que tem lugar o pagamento das pensões e das prestações a que respeitam.","['Encargos da Aposentação, Pensão Unificada']",['63.7'],
 PAGAMENTO DA PENSÃO, 64,1, , Ana Aido,1. A pensão de aposentação é devida pela Caixa a partir da data em que o subscritor passa à situação de aposentado.,['Pagamento da Pensão'],[' ']," DECRETO-LEI N.º 127/87, DE 17 DE MARÇO "
 PAGAMENTO DA PENSÃO, 64,2, , Ana Aido,"2. Com exceção dos casos previstos no n.º 7, a pensão vence-se mensalmente por inteiro no dia 1 do mês a que respeita.",['Pagamento da Pensão'],[' 64.7']," DECRETO-LEI N.º 127/87, DE 17 DE MARÇO "
 PAGAMENTO DA PENSÃO, 64,3, , Ana Aido,"3. Se o aposentado estiver impossibilitado, de modo permanente ou duradouro, de receber a pensão, ou estiver internado em 
estabelecimento de assistência ou equiparado, poderá o conselho de administração da Caixa, não havendo interdição ou 
inabilitação judicial, autorizar que as pensões sejam pagas à pessoa que superintenda na assistência ao aposentado, ou 
diretamente ao referido estabelecimento, desde que, em qualquer dos casos, a respetiva idoneidade seja atestada pela autoridade 
administrativa com competência para tal.","['Pagamento da Pensão, Impossibilidade de receber a pensão']",['']," DECRETO-LEI N.º 127/87, DE 17 DE MARÇO "
 PAGAMENTO DA PENSÃO, 64,4, , Ana Aido,"4. O conselho poderá mandar examinar o aposentado por médico da Caixa Nacional de Previdência e exigir prova dos requisitos da 
pessoa a designar, podendo também, a todo o tempo, determinar a substituição da que estiver designada.","['Pagamento da Pensão, Exame médico, Situação Clínica']",['']," DECRETO-LEI N.º 127/87, DE 17 DE MARÇO "
 PAGAMENTO DA PENSÃO, 64,5, , Ana Aido,"5. O procedimento referido no n.º 3 e a substituição a que alude o n.º 4 devem ser precedidos de assentimento expresso, dado por
escrito, que só será dispensado quando o estado de saúde mental ou psíquico do aposentado o não permitir.",['Impossibilidade de receber a pensão'],"[' 64.3(from)', ' 64.4(from)']"," DECRETO-LEI N.º 127/87, DE 17 DE MARÇO "
 PAGAMENTO DA PENSÃO, 64,6, , Ana Aido,"6. A Caixa poderá tornar obrigatório o pagamento da pensão mediante crédito em conta de depósito à ordem do beneficiário, 
sempre que o justifiquem as necessidades de simplificação ou mecanização dos serviços, em condições a estabelecer por despacho 
do conselho de administração.",['Pagamento da Pensão'],[' ']," DECRETO-LEI N.º 127/87, DE 17 DE MARÇO "
 PAGAMENTO DA PENSÃO, 64,7, , Ana Aido,"7. A primeira pensão dos aposentados a que se refere o n.º 2 do artigo 73.º é devida desde a data em que devam considerar-se 
desligados do serviço e o abono será sempre proporcional aos dias que decorrerem entre aquela data e o termo do respetivo mês, 
passando as pensões seguintes a obedecer às regras gerais de vencimento e cálculo.","['Pagamento da Pensão, Cálculo da Pensão']",[' 73.2']," DECRETO-LEI N.º 127/87, DE 17 DE MARÇO "
 PAGAMENTO DA PENSÃO, 64,8, , Ana Aido,8. No mês do óbito do aposentado a pensão é devida por inteiro.,"['Pagamento da Pensão, Óbito']",['']," DECRETO-LEI N.º 127/87, DE 17 DE MARÇO "
 PAGAMENTO DA PENSÃO, 64,9, , Ana Aido,"9. O pagamento da pensão depende de prova periódica de vida, que tem lugar: a) Para os residentes em território nacional, por 
interconexão de dados com o Instituto dos Registos e do Notariado, I. P. (IRN, I. P.); b) Para os residentes no estrangeiro, nos termos 
a definir em portaria dos membros do Governo responsáveis pela tutela da CGA, I. P.","['Pagamento da Pensão, Prova de Vida']",['']," DECRETO-LEI N.º 127/87, DE 17 DE MARÇO "
 PAGAMENTO DA PENSÃO, 64,1, , Ana Aido,"10. O processo de interconexão de dados previsto na alínea a) do número anterior é efetuado mediante protocolo estabelecido 
entre a CGA, I. P., e o IRN, I. P., nos termos e com os limites previstos na legislação aplicável à proteção de dados, nomeadamente 
no Regulamento Geral de Proteção de Dados e demais legislação complementar.","['Pagamento da Pensão, Partilha de informação/Dados']",[' 64.9(from)']," DECRETO-LEI N.º 127/87, DE 17 DE MARÇO "
 SUPLEMENTOS À PENSÃO, 65,1, , Ana Aido,"Integram-se na pensão, salvo preceito especial em contrário, os suplementos legais que a ela acresçam.","['Cálculo de Pensão, Suplementos Legais']",[''],
 HABILITAÇÃO DE HERDEIROS, 66,1, , Ana Aido,"Os herdeiros do aposentado, no caso de falecimento deste, poderão obter a entrega das pensões em dívida, mediante o processo 
de habilitação previsto para os créditos sobre a Caixa Geral de Depósitos.","['Pagamento da Pensão, Óbito, Herdeiros']",[''],
 ACUMULAÇÃO DE PENSÕES, 67,1, , Ana Aido,"A pensão de aposentação, salvo o disposto no n.º 3 do artigo 53.º, não é acumulável com outra de natureza ou fins semelhantes, 
abonada por qualquer entidade com base em tempo de serviço prestado às entidades públicas referidas no artigo 25.º e que seja
suscetível de contagem pela Caixa para efeitos de aposentação, ficando o interessado com o direito de optar por qualquer delas.",[' Acumulação de Pensões'],"[' 53.3', ' 25']",
 PRESCRIÇÃO DE PENSÕES, 68,1, , Ana Aido,1. As pensões de aposentação prescrevem no prazo de um ano a contar da data do vencimento de cada uma.,['Prescrição'],[' '],
 PRESCRIÇÃO DE PENSÕES, 68,2, , Ana Aido,"2. O não recebimento das pensões durante o prazo de três anos consecutivos a contar do vencimento da primeira implica a 
prescrição do direito unitário à pensão.",['Prescrição'],[' '],
 PRESCRIÇÃO DE PENSÕES, 68,3, , Ana Aido,3. O processamento mensal dos abonos não interrompe a prescrição.,['Prescrição'],[' '],
 ARQUIVO DE DOCUMENTOS, 69,1, , Ana Aido,"1. A Caixa deve conservar em arquivo todos os documentos que compõem o processo individual do subscritor, incluindo o registo 
de comunicações, enquanto forem os mesmos necessários para a constituição de direitos do próprio ou dos seus herdeiros.","['Arquivo, Herdeiro']",[' '],
 ARQUIVO DE DOCUMENTOS, 69,2, , Ana Aido,"2. Os processos em formato digital têm valor probatório idêntico e substituem para todos os efeitos os correspondentes em papel,
que a Caixa está dispensada de conservar.",['Arquivo'],[' '],
 PENHORA DE PENSÕES, 70,1, , Ana Aido,1. As pensões só podem ser penhoradas nos termos e dentro dos limites fixados pelo Código de Processo Civil.,['Penhora'],[' artigo 738.º do Código de Processo Civil'], CÓDIGO DE PROCESSO CIVIL
 PENHORA DE PENSÕES, 70,2, , Ana Aido,2. A Caixa fará trimestralmente o depósito das importâncias descontadas em cumprimento da penhora.,['Penhora'],[' '],
 SUSPENSÃO DE PENSÃO, 71,1, , Ana Aido,"O pagamento suspende-se sempre que o aposentado sofra condenação disciplinar ou penal, nos termos do artigo 76.º e dos n.os 2 
e 3 do artigo 77.º","['Suspensão da Pensão, Condenação Disciplinar, Condenação Penal.']","[' 76', ' 77.2', ' 77.3']",
 PERDA DO DIREITO À PENSÃO, 72,1, , Ana Aido,O direito à pensão extingue-se nos casos previstos no n.º 1 do artigo 82.º,['Direito à Pensão'],[' 82.1'],
 ESTORNO DE VALORES PAGOS APÓS O ÓBITO, 72.,1, , Ana Aido,"1. No caso de ter sido efetuado o pagamento de valores de pensão de aposentação, reforma, invalidez, sobrevivência ou outra 
pensão ou prestação pecuniária por transferência bancária em data posterior ao mês da morte do beneficiário, a CGA procede à 
sua recuperação através de débito daqueles valores na conta onde efetuou o crédito.","['Óbito do aposentado, Estorno']",[''],
Aº ESTORNO DE VALORES PAGOS APÓS O ÓBITO, 72.,2, , Ana Aido,"2. A operação de estorno referida no número anterior apenas pode ocorrer nos três meses seguintes ao mês da morte do 
beneficiário.","[' Óbito do aposentado, Estorno.']",[' 72a.1(from)'],
 PASSAGEM À APOSENTAÇÃO, 73,1, , Ana Aido,"1. A passagem do interessado à situação de aposentação verifica-se no dia 1 do mês seguinte ao da publicação oficial da lista de
aposentados em que se inclua o seu nome.",['Direito à Aposentação'],[' '],
 PASSAGEM À APOSENTAÇÃO, 73,2, , Ana Aido,"2. Os subscritores abrangidos por lei especial referida no n.º 3 do artigo 99.º passam à aposentação na data em que devam 
considerar-se desligados do serviço.",['Direito à Aposentação'],[' 99.3'],
 DIREITOS E DEVERES DO APOSENTADO, 74,1, , Ana Aido,"1. O aposentado, além de titular do direito à pensão de aposentação, continua vinculado à função pública, conservando os títulos e 
a categoria do cargo que exercia e os direitos e deveres que não dependam da situação de atividade.",['Direitos do Aposentado'],[''],
 DIREITOS E DEVERES DO APOSENTADO, 74,2, , Ana Aido,"2. Salvo quando de outro modo se dispuser, o regime legal relativo aos aposentados é também aplicável aos que se encontrem 
desligados do serviço aguardando aposentação.",['Direitos do Aposentado'],[' 74.1(from)'],
 SUSTAÇÃO DO ABONO DE PENSÃO, 75,1, , Ana Aido,"Se na data da passagem à situação de aposentação ou à prevista no n.º 2 do artigo 99.º o interessado estiver a cumprir pena 
criminal ou disciplinar que importe suspensão de remunerações, só a partir do termo desta se iniciará o abono da respetiva pensão.","['Suspensão da Pensão, Penas', ' Sustação.']",[' 99.2'],
 PENAS DISCIPLINARES, 76,1, , Ana Aido,"1. Na aplicação de penas disciplinares aos aposentados, as de multa, suspensão ou inatividade serão substituídas pela perda da 
pensão de aposentação por igual tempo.","['Suspensão da Pensão, Penas Disciplinares', ' Perda da Pensão.']","[' arts. 180.º', ' «Escala das sanções disciplinares»', ' e 182.º', ' «Efeitos das sanções disciplinares»', ' da Lei n.º 35/2014', ' de 20 de \njunho.']"," LEI N.º 35/2014, DE 20 DE JUNHO (LEI GERAL DO TRABALHO EM FUNÇÕES PÚBLICAS)"
 PENAS DISCIPLINARES, 76,2, , Ana Aido,2. A pena de demissão ou equivalente determina a suspensão do abono da pensão pelo período de três anos.,"['Suspensão da Pensão, Penas Disciplinares.']","['arts. 180.º', ' «Escala das sanções disciplinares»', ' e 182.º', ' «Efeitos das sanções disciplinares»', ' da Lei n.º 35/2014', ' de 20 de \njunho.']",
 PENAS CRIMINAIS, 77,1, , Ana Aido,1. À demissão ou situação equivalente derivadas de condenação criminal definitiva é aplicável o disposto no n.º 2 do artigo anterior.,['Penas'],[' 76.2'], CÓDIGO PENAL
 PENAS CRIMINAIS, 77,2, , Ana Aido,"2. Se além da demissão referida no número anterior houver lugar à aplicação de pena superior a três anos, a suspensão do abono 
manter-se-á durante o cumprimento da pena.",['Penas Criminais'],[' 77.1(from)'], CÓDIGO PENAL
 PENAS CRIMINAIS, 77,3, , Ana Aido,"3. Acarreta a perda da pensão pelo tempo correspondente à suspensão a aplicação, por condenação penal definitiva, 
das penas previstas no n.º 6 do artigo 55.º, n.º 3 do artigo 56.º e n.º 2 do artigo 57.º, todos do Código Penal.
(Nota INCM: Esta remissão para o Código Penal de 1886 foi revogada a partir da entrada em vigor do Código Penal de 
1982.)","['Suspensão da Pensão', ' Penas Criminais']","[' O n.º 3 do artigo 77.º remetia para o Código Penal de 1886', ' na versão dada pelo Decreto-Lei n.º 39 688', ' de 5 de junho de 1954', '  e foirevogado \npelo artigo 6.º do Decreto-Lei n.º 400/82', ' de 23 de setembro', ' que aprovou o Novo Código Penal e revogou explicitamente a vigência do n.º 3 do artigo 77.º \ndo Estatuto da Aposentação. A matéria do n.º 3 está hoje consagrada no Titulo III', ' «Das consequências jurídicas do facto»', ' do Livro I', ' «Parte geral»', ' \ndo Código Penal.']", CÓDIGO PENAL
